, ",1958
AWB International,27
as they,27
should not,27
and you,27
to boost,26
of what,26
put in,26
millions of,26
industry says,26
was not,26
fuel prices,26
Minister John,26
to address,26
how much,26
grape growers,26
south-east Queensland,26
, was,26
chairman of,26
weekend .,26
" A,26
$ 2,26
water and,26
over a,26
of these,26
think we,26
just a,26
who have,26
along the,26
that I,26
central Queensland,26
if there,26
they would,26
I 'd,26
Under the,26
new report,26
Growers Association,26
and not,26
regional areas,26
a mandatory,26
wool industry,26
Victoria .,26
the report,26
a significant,26
is calling,26
the area,26
the Grains,26
conditions are,26
" Our,26
wheat ,,26
water trading,26
of US,26
involved in,26
ago ,,26
given the,26
six months,26
, even,26
30 per,26
make it,26
we think,26
as an,26
, farmers,26
there .,26
of wool,25
Middle East,25
the move,25
environment .,25
to control,25
80 per,25
set for,25
Council of,25
as much,25
weeks .,25
rural areas,25
ban on,25
of Queensland,25
areas ,,25
announced a,25
The Queensland,25
could have,25
's new,25
failed to,25
two weeks,25
what is,25
tonnes .,25
four years,25
, some,25
export system,25
to know,25
aims to,25
compared to,25
us ,,25
iron ore,25
crop .,25
is needed,25
, according,25
day ,,25
Federation says,25
have an,25
when you,25
the northern,25
sugar cane,25
desk for,24
south of,24
the wine,24
Resource Economics,24
not just,24
, especially,24
, by,24
are n't,24
prepared to,24
3 million,24
$ 30,24
too much,24
20 years,24
The first,24
next month,24
the damage,24
much of,24
national pool,24
Australian Government,24
planning to,24
live export,24
the grain,24
a decision,24
Queensland and,24
year to,24
fact that,24
The industry,24
rise in,24
Dairy Australia,24
up with,24
, like,24
's very,24
the Territory,24
a huge,24
the two,24
call for,24
in Melbourne,24
wants the,24
is concerned,24
If you,24
a large,24
sector ,,24
) is,24
particularly in,24
many farmers,24
how the,24
, AWB,24
've seen,24
the scheme,24
oil-for-food inquiry,24
NFF ),23
in south-east,23
the southern,23
for growers,23
sure that,23
but he,23
of feed,23
loss of,23
market for,23
and Resource,23
with an,23
the Tasmanian,23
and development,23
the fact,23
) .,23
cane smut,23
a deal,23
no longer,23
in recent,23
than the,23
focus on,23
meeting in,23
says if,23
so the,23
is too,23
I was,23
Mr McGauran,23
of money,23
country 's,23
when they,23
far as,23
whether the,23
dairy industry,23
land .,23
changes .,23
to rise,23
to an,23
that you,23
ways to,23
whether they,23
at $,23
conditions .,23
are calling,23
the second,23
what it,23
response to,23
not the,23
where we,23
the annual,23
million to,23
in north-west,23
US Agriculture,23
the size,23
rain in,23
made a,23
the federal,23
being used,23
's decision,23
has confirmed,23
will now,23
you 've,23
has the,23
report ,,23
Top End,23
( NFF,23
drought is,23
, many,23
calling on,23
, what,23
Japan ,,23
" At,23
" As,23
the deal,23
a week,22
the states,22
Meanwhile the,22
be looking,22
prices in,22
have seen,22
caused by,22
look to,22
rain .,22
Broken Hill,22
Farmers are,22
try and,22
risk of,22
Darling Basin,22
Territory 's,22
weeks ,,22
in particular,22
genetically modified,22
to stay,22
that would,22
areas of,22
Minister Mark,22
financial year,22
launched a,22
state governments,22
sheep and,22
the money,22
industry in,22
for $,22
and this,22
up for,22
demand .,22
the Prime,22
talking about,22
should have,22
back on,22
costs ,,22
the highest,22
believes the,22
Territory .,22
Chairman of,22
under a,22
the rural,22
're looking,22
's an,22
and what,22
and if,22
National Water,22
commodity prices,22
time to,22
of South,22
to its,22
be more,22
In a,22
up .,22
" One,22
the oil,22
their water,22
come out,22
months of,22
out to,22
task force,22
Murray Valley,22
a third,22
a small,22
be an,22
the case,22
the stock,22
If we,22
Victorian Farmers,22
attempt to,22
protect the,22
have gone,22
process .,22
of drought,21
then we,21
here .,21
bid to,21
with their,21
a million,21
to hear,21
down .,21
With the,21
to maintain,21
years and,21
to compete,21
director of,21
very ,,21
90 per,21
the river,21
a more,21
Farmers in,21
, have,21
we had,21
other countries,21
and water,21
" When,21
the AWB,21
to import,21
can get,21
problems .,21
to show,21
yesterday ,,21
beef ,,21
and federal,21
world trade,21
need for,21
program ,,21
program .,21
Mr Vaile,21
Biosecurity Australia,21
all ,,21
is likely,21
the coming,21
is more,21
will make,21
southern Queensland,21
out and,21
the lowest,21
are concerned,21
to fight,21
of years,21
is worried,21
the rest,21
Wales has,21
are just,21
an extra,21
weeks ago,21
help farmers,21
are at,21
and $,21
to say,21
to set,21
grain ,,21
and to,21
the Iraqi,21
time of,21
some time,21
in western,21
means that,21
wool market,21
the growing,21
in other,21
the Gulf,21
a day,21
seems to,21
has to,21
young people,21
would n't,21
The Victorian,21
week to,21
it and,21
looking to,21
size of,21
the Senate,21
regional Australia,21
to Japan,21
people ,,21
difficult to,21
long way,21
and also,20
the east,20
outlook for,20
is already,20
cattle .,20
down ,,20
Vaile says,20
have already,20
news for,20
know ,,20
have some,20
Australian farmers,20
, on,20
expect to,20
Wales Government,20
funding for,20
I can,20
we get,20
are worried,20
it in,20
the people,20
from around,20
company says,20
despite the,20
has rejected,20
10 million,20
50 per,20
to prevent,20
the Nationals,20
dry season,20
desk .,20
deal to,20
the sector,20
because there,20
will come,20
still a,20
them and,20
than a,20
higher than,20
pay for,20
for many,20
advantage of,20
mental health,20
northern Australia,20
and its,20
growers say,20
the sheep,20
, this,20
are on,20
Station ,,20
's most,20
in fact,20
including the,20
the largest,20
market is,20
the European,20
in north,20
pressure on,20
levels .,20
company ,,20
has released,20
" Now,20
they want,20
half of,20
will only,20
on last,20
region ,,20
The new,20
long term,20
, John,20
Association of,20
to attract,20
wool growers,20
campaign to,20
market indicator,20
on record,20
That 's,20
the fruit,20
Trade Minister,20
production ,,20
has called,20
in far,20
business .,20
push for,20
a month,20
AWB is,20
AWB to,20
the horticulture,19
is hoping,19
was n't,19
up on,19
do is,19
cattle ,,19
which have,19
been the,19
company to,19
very much,19
chance of,19
market has,19
are likely,19
by up,19
days .,19
$ 3,19
$ 5,19
renewable energy,19
's water,19
six years,19
of more,19
They 're,19
For the,19
has just,19
down on,19
down to,19
Queensland Government,19
has agreed,19
n't get,19
change and,19
which was,19
believe that,19
there were,19
for them,19
can not,19
season 's,19
says with,19
cane toads,19
fall in,19
a meeting,19
says many,19
can do,19
cent in,19
's Department,19
of Darwin,19
later this,19
until the,19
tonnes ,,19
a strong,19
working with,19
water in,19
in and,19
to manage,19
's north-west,19
Government ,,19
work ,,19
based on,19
asked to,19
on to,19
" For,19
things like,19
cattle and,19
Council ,,19
be done,19
of rural,19
Tasmania ,,19
the use,19
has fallen,19
stop the,19
services .,19
rural communities,19
company will,19
n't been,19
the town,19
She says,19
European Union,19
it had,19
work in,19
National Livestock,19
agriculture ,,19
instead of,19
an agreement,19
are already,19
enough .,19
area .,19
70 per,19
the business,19
they could,19
" one,19
East Timor,19
the farmers,19
is confident,19
to fund,19
more money,19
a range,19
of all,19
Mr Howard,19
farmers who,19
in one,19
conference in,19
country ,,19
in his,19
say that,19
of new,19
2 million,19
way in,19
keep the,19
hopes the,19
into Australia,19
communities .,19
see a,19
WA 's,18
people and,18
are really,18
general manager,18
prices to,18
development of,18
water use,18
The head,18
, one,18
years to,18
eastern market,18
that this,18
to leave,18
" Most,18
conditions in,18
Beef Association,18
worth $,18
where they,18
a farm,18
its first,18
So we,18
responsible for,18
has seen,18
change ,,18
15 per,18
on its,18
continuing to,18
along with,18
of climate,18
about it,18
The state,18
the Kimberley,18
is currently,18
'll have,18
exceptional circumstances,18
in ,,18
next three,18
fishing industry,18
future ,,18
industry to,18
report says,18
's future,18
the high,18
managed investment,18
the board,18
is trying,18
farms in,18
Farmers Association,18
animal rights,18
we want,18
efforts to,18
is designed,18
the proposed,18
to water,18
says most,18
back in,18
South Korea,18
figures show,18
in more,18
close to,18
as far,18
the Middle,18
the Snowy,18
the growers,18
more to,18
president of,18
week and,18
now .,18
to our,18
here in,18
available to,18
and all,18
gold mine,18
" People,18
right to,18
They have,18
put forward,18
a better,18
Goulburn Valley,18
Tasmania .,18
on track,18
a bid,18
crop ,,18
's north,18
called for,18
the central,18
tipped to,18
seem to,18
drought relief,18
on farm,18
export market,18
a way,18
money to,18
from New,18
they did,18
area ,,18
cope with,18
the city,18
's peak,18
state ,,18
It will,18
to tackle,18
price for,18
companies are,18
is probably,18
Commissioner Terence,18
today to,18
the export,18
to remove,18
pool .,18
Research Centre,18
we could,18
opportunity to,18
grain handler,18
sold for,18
farms .,18
an impact,18
properties .,18
million for,18
of time,18
Terence Cole,18
, near,18
having to,17
of growers,17
of Statistics,17
in Japan,17
, Peter,17
led to,17
to hold,17
area of,17
wool ,,17
told a,17
are making,17
made the,17
important to,17
the west,17
, say,17
or not,17
must be,17
Victorian Government,17
be forced,17
the need,17
you are,17
Wales have,17
, Dr,17
water for,17
sell their,17
very important,17
AWI ),17
Innovation (,17
their crops,17
AWB and,17
world .,17
native title,17
says despite,17
, rather,17
from across,17
stock .,17
the peak,17
Australian dollar,17
US wheat,17
in many,17
half a,17
help the,17
producers .,17
which could,17
conduct for,17
been told,17
to talk,17
region 's,17
exports ,,17
come from,17
the development,17
levels of,17
that Australia,17
an hour,17
whether it,17
is planning,17
and their,17
seasonal conditions,17
will go,17
push to,17
to bring,17
has already,17
production in,17
conditions ,,17
the proposal,17
were not,17
which can,17
to deal,17
Wales are,17
states ,,17
industry will,17
Australia in,17
and one,17
Gulf of,17
Minister for,17
will start,17
30 years,17
the potential,17
change the,17
product .,17
oil prices,17
three months,17
work .,17
fruit .,17
was found,17
very good,17
a litre,17
time and,17
help .,17
to that,17
company .,17
livestock .,17
many of,17
interest in,17
River .,17
ready to,17
this weekend,17
100 per,17
the back,17
believed to,17
now been,17
president ,,17
would not,17
people that,17
which would,17
out ,,17
but this,17
live in,17
when we,17
for food,17
the bush,17
of Adelaide,17
coast of,17
to feed,17
, more,17
out on,17
talk about,17
( AWI,17
agriculture .,17
to receive,17
more for,17
National party,17
to access,17
the program,17
could not,17
is good,17
workers .,17
coast .,17
development .,17
Australia (,17
wiped out,17
also be,17
seen in,17
of beef,17
near the,17
that in,17
Australian wine,17
as to,17
crops are,17
the Wheat,17
crops in,17
, New,17
on Friday,17
n't know,17
on what,17
has begun,17
farm sector,17
US ,,17
evidence of,17
he 's,17
back into,16
has never,16
community .,16
at an,16
have also,16
A lot,16
do it,16
with more,16
companies ,,16
costs and,16
's really,16
similar to,16
north .,16
price ,,16
price .,16
around Australia,16
is at,16
plenty of,16
a problem,16
known as,16
beef exports,16
needed .,16
WA ,,16
, of,16
, up,16
found that,16
$ 4,16
MLA ),16
them in,16
King Island,16
the prices,16
Wheat exporter,16
supply .,16
was to,16
for his,16
grown in,16
to push,16
for all,16
I had,16
support the,16
and state,16
about their,16
" Well,16
toll on,16
decided to,16
about to,16
sent to,16
Water Initiative,16
Cattlemen 's,16
a whole,16
the discovery,16
a plan,16
put a,16
ability to,16
While the,16
the average,16
the quality,16
the Ord,16
is really,16
being blamed,16
the port,16
held in,16
control of,16
in Australian,16
saying that,16
are having,16
to resume,16
come up,16
environmental flows,16
the NFF,16
Australian Farmers,16
a report,16
water that,16
and cattle,16
Australia have,16
We had,16
to 10,16
But Mr,16
greenhouse gas,16
5 million,16
been given,16
is due,16
case of,16
election .,16
's got,16
rest of,16
the domestic,16
so I,16
rural and,16
system and,16
Livestock Identification,16
third of,16
for water,16
have now,16
not yet,16
states .,16
in US,16
problem .,16
working in,16
the product,16
line .,16
Wales is,16
you look,16
jump in,16
says she,16
's in,16
the technology,16
not only,16
, just,16
millimetres of,16
market to,16
and even,16
to win,16
's south,16
found to,16
to those,16
the far,16
fruit ,,16
that people,16
issue .,16
for wool,16
Inspection Service,16
on that,16
concerned that,16
is quite,16
tonne ,,16
wheat .,16
and Development,16
quality and,16
will see,16
Australian Quarantine,16
day .,16
1 million,16
but that,16
week 's,16
is working,16
he was,16
out at,16
Australian growers,16
the global,16
, South,16
export markets,16
do more,16
( MLA,16
the lack,16
a decade,16
say it,16
is taking,16
producers have,16
had the,16
for example,16
's wheat,16
be paid,16
Ord River,16
unable to,16
of his,16
that he,16
lobby group,16
being urged,16
the start,16
to plant,16
animals .,16
pick up,16
people .,16
Larry .,16
reduction in,16
hoping to,16
free trade,16
million litres,16
peak body,16
in there,16
the power,16
you get,15
shortages .,15
like to,15
Commissioner Cole,15
here ,,15
cattle industry,15
prices up,15
numbers of,15
struggling to,15
of wine,15
million dollars,15
are under,15
season and,15
market and,15
rain ,,15
the coast,15
Graziers Association,15
" .,15
Natural Resources,15
you ca,15
a drop,15
that AWB,15
right across,15
wool prices,15
's still,15
change in,15
hoping for,15
They 've,15
seen a,15
improve the,15
world ,,15
of Victoria,15
Research and,15
down in,15
pay more,15
States ,,15
is believed,15
The Grains,15
top of,15
He is,15
a push,15
free of,15
know that,15
project ,,15
yesterday .,15
a single,15
average rainfall,15
carried out,15
a high,15
group ,,15
much as,15
for Australia,15
water supplies,15
the US.,15
have done,15
in .,15
rain and,15
It says,15
season in,15
the process,15
GM ),15
the good,15
cattle from,15
have made,15
come in,15
rain has,15
us to,15
cent to,15
to 40,15
cent on,15
ensure that,15
the head,15
work with,15
to us,15
to other,15
increase the,15
cent and,15
of thousands,15
's probably,15
, compared,15
The Department,15
has launched,15
this ,,15
back of,15
's far,15
is certainly,15
and for,15
many years,15
" Certainly,15
and Graziers,15
the Minister,15
investment schemes,15
only a,15
where it,15
in agriculture,15
Australian beef,15
an increase,15
happy with,15
to more,15
is what,15
are up,15
place ,,15
place .,15
and rural,15
to ,,15
vote on,15
's about,15
Australia could,15
grain .,15
imports .,15
to blame,15
closer to,15
months ago,15
producers to,15
producers in,15
next few,15
thing ,,15
" All,15
Economics (,15
( GM,15
know the,15
regions .,15
accused of,15
from Western,15
to lift,15
has set,15
the winter,15
has increased,15
time the,15
prepare for,15
interest rates,15
and have,15
a further,15
any of,15
Most of,15
to double,15
to secure,15
( ABARE,15
" These,15
half the,15
probably the,15
has given,15
wheat and,15
to accept,15
sales to,15
state .,15
But there,15
a price,15
for livestock,15
next two,15
going on,15
with Iraq,15
better than,15
here and,15
a kilo,15
course ,,15
discovery of,15
the dairy,15
the benefits,15
that if,15
to ease,15
the crop,15
, Ian,15
proposal to,15
the final,15
they should,15
ABARE ),15
do with,15
Wales Farmers,15
that could,15
build a,15
is considering,15
way of,15
production and,15
wanting to,14
interest rate,14
30 million,14
survey of,14
wool .,14
morning .,14
something that,14
costs of,14
at it,14
he hopes,14
's Association,14
set a,14
feed grain,14
round of,14
Over the,14
of stock,14
the ongoing,14
numbers .,14
it comes,14
has dropped,14
has caused,14
to focus,14
effort to,14
sales .,14
angry at,14
for rain,14
will lead,14
Deputy Prime,14
a premium,14
system is,14
The $,14
a fair,14
be allowed,14
and regional,14
n't want,14
comes to,14
benefits of,14
days ,,14
Dairy farmers,14
Centre for,14
oil companies,14
is causing,14
today that,14
funding to,14
markets in,14
of between,14
I believe,14
an important,14
cost the,14
are set,14
land clearing,14
drought has,14
to close,14
cannot be,14
the organisation,14
in Darwin,14
tend to,14
on how,14
Quarantine and,14
Mr Johanns,14
damage to,14
There have,14
the fire,14
McGauran has,14
use the,14
stock ,,14
just over,14
their properties,14
believe the,14
kilometres of,14
meet the,14
support .,14
the virus,14
crop in,14
money for,14
might have,14
majority of,14
n't see,14
Europe and,14
side of,14
'm not,14
has left,14
ground .,14
below the,14
has come,14
imports of,14
going into,14
But it,14
kilogram .,14
cut costs,14
are working,14
in 2003,14
demand from,14
having a,14
A group,14
winter .,14
each other,14
two days,14
talking to,14
ways of,14
have any,14
be some,14
an attempt,14
Wheat Export,14
trade ,,14
of gold,14
the crops,14
Grain growers,14
GM crops,14
the risk,14
their fruit,14
things that,14
the Commonwealth,14
term ,,14
The State,14
onto the,14
Mike Johanns,14
and now,14
at risk,14
in Adelaide,14
Valley .,14
working on,14
and say,14
Hunter Valley,14
yet to,14
other companies,14
in Europe,14
for another,14
, growers,14
not get,14
the previous,14
how we,14
Association (,14
of production,14
and Inspection,14
found on,14
for people,14
and at,14
fruit to,14
sorts of,14
issue ,,14
companies to,14
reduce the,14
be very,14
scheme .,14
to them,14
